Titre;question;type de réponse;réponse;statut de la réponse
;Quel document est spécifique aux médicaments d’exception ?;2;La fiche de bon usage du médicament;0
;Quel document est spécifique aux médicaments d’exception ?;2;L’avis de la commission de transparence;0
;Quel document est spécifique aux médicaments d’exception ?;2;La fiche de transparence;0
;Quel document est spécifique aux médicaments d’exception ?;2;La fiche d’information thérapeutique;1
;Les médicament remboursables peuvent faire l’objet d’une publicité auprès du grand public.;2;Oui ;0
;Les médicament remboursables peuvent faire l’objet d’une publicité auprès du grand public.;2;Non;1
;Les vaccins peuvent-ils faire l’objet d’une publicité auprès du grand public ?;2;Non;0
;Les vaccins peuvent-ils faire l’objet d’une publicité auprès du grand public ?;2;Oui (sous certaines conditions);1
;Lors de chaque visite, vous devez obligatoirement remettre au médecin le RCP du produit, les informations sur le prix et les fiches d’information thérapeutiques (FIT, si applicable) ?;2;VRAI;1
;Lors de chaque visite, vous devez obligatoirement remettre au médecin le RCP du produit, les informations sur le prix et les fiches d’information thérapeutiques (FIT, si applicable) ?;2;FAUX;0
;La charte de l’information promotionnelle interdit la remise directe des échantillons médicaux aux médecins par l’informateur promotionnel.  ;2;VRAI;1
;La charte de l’information promotionnelle interdit la remise directe des échantillons médicaux aux médecins par l’informateur promotionnel.  ;2;FAUX;0
;Comment les médecins doivent-ils demander des échantillons médicaux ?;1;Demande écrite;1
;Comment les médecins doivent-ils demander des échantillons médicaux ?;1;Demande orale auprès de l’informateur promotionnel lors d’une visite;0
;Comment les médecins doivent-ils demander des échantillons médicaux ?;1;Demande datée;1
;Comment les médecins doivent-ils demander des échantillons médicaux ?;1;Demande signée;1
;Quelles sont les conditions définies par le code de la santé publique pour la remise d’échantillons ?;1;Uniquement les 2 premières années de commercialisation;1
;Quelles sont les conditions définies par le code de la santé publique pour la remise d’échantillons ?;1;Dans la limite de 4 par an et par destinataire;1
;Quelles sont les conditions définies par le code de la santé publique pour la remise d’échantillons ?;1;Pendant une période limitée à 1 an;0
;Quelles sont les conditions définies par le code de la santé publique pour la remise d’échantillons ?;1;Conditionnement le plus grand commercialisé;0
